,Source_X,Source_Y,Source_Z,Destination_X,Destination_Y,Destination_Z
5619,85.0,23.0,0.0,83.7412223005,24.2587776995,0.0
5620,83.7412223005,24.2587776995,0.0,83.0,25.0,0.0
5621,83.0,25.0,0.0,82.3270087381,25.6729912619,0.0
5622,82.3270087381,25.6729912619,0.0,81.0,27.0,0.0
5623,81.0,27.0,0.0,80.9127951757,27.0872048243,0.0
5624,80.9127951757,27.0872048243,0.0,79.4985816134,28.5014183866,0.0
5625,79.4985816134,28.5014183866,0.0,79.0,29.0,0.0
5626,79.0,29.0,0.0,78.084368051,29.915631949,0.0
5627,78.084368051,29.915631949,0.0,77.0,31.0,0.0
5628,77.0,31.0,0.0,76.6701544886,31.3298455114,0.0
5629,76.6701544886,31.3298455114,0.0,75.2559409263,32.7440590737,0.0
5630,75.2559409263,32.7440590737,0.0,75.0,33.0,0.0
5631,75.0,33.0,0.0,73.8417273639,34.1582726361,0.0
5632,73.8417273639,34.1582726361,0.0,73.0,35.0,0.0
5633,73.0,35.0,0.0,72.4275138015,35.5724861985,0.0
5634,72.4275138015,35.5724861985,0.0,71.0133002391,36.9866997609,0.0
5635,71.0133002391,36.9866997609,0.0,71.0,37.0,0.0
5636,71.0,37.0,0.0,71.0,38.9811906214,0.0
5637,71.0,38.9811906214,0.0,71.0,39.0,0.0
5638,71.0,39.0,0.0,71.0,40.9811906214,0.0
5639,71.0,40.9811906214,0.0,71.0,41.0,0.0
5640,71.0,41.0,0.0,71.0,42.9811906214,0.0
5641,71.0,42.9811906214,0.0,71.0,43.0,0.0
5642,71.0,43.0,0.0,71.0,44.9811906214,0.0
5643,71.0,44.9811906214,0.0,71.0,45.0,0.0
5644,71.0,45.0,0.0,71.0,46.9811906214,0.0
5645,71.0,46.9811906214,0.0,71.0,47.0,0.0
5646,71.0,47.0,0.0,71.0,48.9811906214,0.0
5647,71.0,48.9811906214,0.0,71.0,49.0,0.0
5648,71.0,49.0,0.0,71.0,50.9811906214,0.0
5649,71.0,50.9811906214,0.0,71.0,51.0,0.0
5650,71.0,51.0,0.0,71.0,52.9811906214,0.0
5651,71.0,52.9811906214,0.0,71.0,53.0,0.0
5652,71.0,53.0,0.0,71.0,54.9811906214,0.0
5653,71.0,54.9811906214,0.0,71.0,55.0,0.0
5654,71.0,55.0,0.0,71.0,56.9811906214,0.0
5655,71.0,56.9811906214,0.0,71.0,57.0,0.0
5656,71.0,57.0,0.0,71.0,58.9811906214,0.0
5657,71.0,58.9811906214,0.0,71.0,59.0,0.0
5658,71.0,59.0,0.0,71.0,60.9811906214,0.0
5659,71.0,60.9811906214,0.0,71.0,61.0,0.0
5660,71.0,61.0,0.0,71.0,62.9811906214,0.0
5661,71.0,62.9811906214,0.0,71.0,63.0,0.0
5662,71.0,63.0,0.0,71.0,64.9811906214,0.0
5663,71.0,64.9811906214,0.0,71.0,65.0,0.0
5664,71.0,65.0,0.0,71.0,66.9811906214,0.0
5665,71.0,66.9811906214,0.0,71.0,67.0,0.0
5666,71.0,67.0,0.0,71.0,68.9811906214,0.0
5667,71.0,68.9811906214,0.0,71.0,69.0,0.0
5668,71.0,69.0,0.0,71.0,70.9811906214,0.0
5669,71.0,70.9811906214,0.0,71.0,71.0,0.0
5670,71.0,71.0,0.0,71.0,72.9811906214,0.0
5671,71.0,72.9811906214,0.0,71.0,73.0,0.0
5672,71.0,73.0,0.0,71.0,74.9811906214,0.0
5673,71.0,74.9811906214,0.0,71.0,75.0,0.0
5674,71.0,75.0,0.0,71.0,76.9811906214,0.0
5675,71.0,76.9811906214,0.0,71.0,77.0,0.0
5676,71.0,77.0,0.0,71.0,78.9811906214,0.0
5677,71.0,78.9811906214,0.0,71.0,79.0,0.0
5678,71.0,79.0,0.0,71.0,80.9811906214,0.0
5679,71.0,80.9811906214,0.0,71.0,81.0,0.0
5680,71.0,81.0,0.0,71.0,82.9811906214,0.0
5681,71.0,82.9811906214,0.0,71.0,83.0,0.0
5682,71.0,83.0,0.0,71.0,84.9811906214,0.0
5683,71.0,84.9811906214,0.0,71.0,85.0,0.0
5684,71.0,85.0,0.0,71.0,86.9811906214,0.0
5685,71.0,86.9811906214,0.0,71.0,87.0,0.0
5686,71.0,87.0,0.0,71.0,88.9811906214,0.0
5687,71.0,88.9811906214,0.0,69.5791207571,87.5736743064,0.0
5688,69.5791207571,87.5736743064,0.0,69.0,87.0,0.0
5689,69.0,87.0,0.0,68.1621904024,86.1621904024,0.0
5690,68.1621904024,86.1621904024,0.0,67.0,85.0,0.0
5691,67.0,85.0,0.0,66.74797684,84.74797684,0.0
5692,66.74797684,84.74797684,0.0,65.3337632776,83.3337632776,0.0
5693,65.3337632776,83.3337632776,0.0,65.0,83.0,0.0
5694,65.0,83.0,0.0,63.9195497152,81.9195497152,0.0
5695,63.9195497152,81.9195497152,0.0,63.0,81.0,0.0
5696,63.0,81.0,0.0,62.5053361529,80.5053361529,0.0
5697,62.5053361529,80.5053361529,0.0,61.0911225905,79.0911225905,0.0
5698,61.0911225905,79.0911225905,0.0,61.0,79.0,0.0
5699,61.0,79.0,0.0,59.6769090281,77.6769090281,0.0
5700,59.6769090281,77.6769090281,0.0,59.0,77.0,0.0
5701,59.0,77.0,0.0,58.2626954658,76.2626954658,0.0
5702,58.2626954658,76.2626954658,0.0,57.0,75.0,0.0
5703,57.0,75.0,0.0,56.8484819034,74.8484819034,0.0
5704,56.8484819034,74.8484819034,0.0,55.434268341,73.434268341,0.0
5705,55.434268341,73.434268341,0.0,55.0,73.0,0.0
5706,55.0,73.0,0.0,54.0200547786,72.0200547786,0.0
5707,54.0200547786,72.0200547786,0.0,53.0,71.0,0.0
5708,53.0,71.0,0.0,52.6058412163,70.6058412163,0.0
5709,52.6058412163,70.6058412163,0.0,51.1916276539,69.1916276539,0.0
5710,51.1916276539,69.1916276539,0.0,51.0,69.0,0.0
5711,51.0,69.0,0.0,49.7774140915,67.7774140915,0.0
5712,49.7774140915,67.7774140915,0.0,49.0,67.0,0.0
5713,49.0,67.0,0.0,48.3632005291,66.3632005291,0.0
5714,48.3632005291,66.3632005291,0.0,47.0,65.0,0.0
5715,47.0,65.0,0.0,46.9489869668,64.9489869668,0.0
5716,46.9489869668,64.9489869668,0.0,45.5347734044,63.5347734044,0.0
5717,45.5347734044,63.5347734044,0.0,45.0,63.0,0.0
5718,45.0,63.0,0.0,44.120559842,62.120559842,0.0
5719,44.120559842,62.120559842,0.0,43.0,61.0,0.0
5720,43.0,61.0,0.0,42.7063462796,60.7063462796,0.0
5721,42.7063462796,60.7063462796,0.0,41.2921327173,59.2921327173,0.0
5722,41.2921327173,59.2921327173,0.0,41.0,59.0,0.0
5723,41.0,59.0,0.0,39.8779191549,57.8779191549,0.0
5724,39.8779191549,57.8779191549,0.0,39.0,57.0,0.0
5725,39.0,57.0,0.0,38.4637055925,56.4637055925,0.0
5726,38.4637055925,56.4637055925,0.0,37.0494920302,55.0494920302,0.0
5727,37.0494920302,55.0494920302,0.0,37.0,55.0,0.0
5728,37.0,55.0,0.0,35.6352784678,53.6352784678,0.0
5729,35.6352784678,53.6352784678,0.0,35.0,53.0,0.0
5730,35.0,53.0,0.0,34.2210649054,52.2210649054,0.0
5731,34.2210649054,52.2210649054,0.0,33.0,51.0,0.0
5732,33.0,51.0,0.0,32.806851343,50.806851343,0.0
5733,32.806851343,50.806851343,0.0,31.3926377807,49.3926377807,0.0
5734,31.3926377807,49.3926377807,0.0,31.0,49.0,0.0
5735,31.0,49.0,0.0,29.9784242183,47.9784242183,0.0
5736,29.9784242183,47.9784242183,0.0,29.0,47.0,0.0
5737,29.0,47.0,0.0,28.5642106559,46.5642106559,0.0
5738,28.5642106559,46.5642106559,0.0,27.1499970935,45.1499970935,0.0
5739,27.1499970935,45.1499970935,0.0,27.0,45.0,0.0
5740,27.0,45.0,0.0,25.7357835312,43.7357835312,0.0
5741,25.7357835312,43.7357835312,0.0,25.0,43.0,0.0
5742,25.0,43.0,0.0,24.3215699688,42.3215699688,0.0
5743,24.3215699688,42.3215699688,0.0,23.0,41.0,0.0
5744,23.0,41.0,0.0,22.9073564064,40.9073564064,0.0
5745,22.9073564064,40.9073564064,0.0,21.4931428441,39.4931428441,0.0
5746,21.4931428441,39.4931428441,0.0,21.0,39.0,0.0
5747,21.0,39.0,0.0,20.0789292817,38.0789292817,0.0
5748,20.0789292817,38.0789292817,0.0,19.0,37.0,0.0
5749,19.0,37.0,0.0,18.6647157193,36.6647157193,0.0
5750,18.6647157193,36.6647157193,0.0,17.2505021569,35.2505021569,0.0
5751,17.2505021569,35.2505021569,0.0,17.0,35.0,0.0
5752,17.0,35.0,0.0,15.8362885946,33.8362885946,0.0
5753,15.8362885946,33.8362885946,0.0,15.0,33.0,0.0
5754,15.0,33.0,0.0,14.4220750322,32.4220750322,0.0
5755,14.4220750322,32.4220750322,0.0,13.0078614698,31.0078614698,0.0
5756,13.0078614698,31.0078614698,0.0,13.0,31.0,0.0
5757,13.0,31.0,0.0,11.5936479074,29.5936479074,0.0
5758,11.5936479074,29.5936479074,0.0,11.0,29.0,0.0
5759,11.0,29.0,0.0,11.0,27.839544922,0.0
5760,11.0,27.839544922,0.0,11.0,27.0,0.0
5761,11.0,27.0,0.0,11.0,25.839544922,0.0
5762,11.0,25.839544922,0.0,11.0,25.0,0.0
5763,11.0,25.0,0.0,11.0,23.839544922,0.0
5764,11.0,23.839544922,0.0,11.0,23.0,0.0
5765,11.0,23.0,0.0,11.0,21.839544922,0.0
5766,11.0,21.839544922,0.0,11.0,21.0,0.0
5767,11.0,21.0,0.0,11.0,19.839544922,0.0
5768,11.0,19.839544922,0.0,11.0,19.0,0.0
5769,11.0,19.0,0.0,11.0,17.839544922,0.0
5770,11.0,17.839544922,0.0,11.0,17.0,0.0
5771,11.0,17.0,0.0,11.0,15.839544922,0.0
5772,11.0,15.839544922,0.0,12.7298915226,16.8432756229,0.0
5773,12.7298915226,16.8432756229,0.0,13.0,17.0,0.0
5774,13.0,17.0,0.0,14.1933956284,18.1933956284,0.0
5775,14.1933956284,18.1933956284,0.0,15.0,19.0,0.0
5776,15.0,19.0,0.0,15.0,19.8592891582,0.0
5777,15.0,19.8592891582,0.0,15.0,21.0,0.0
5778,15.0,21.0,0.0,15.0,21.8592891582,0.0
5779,15.0,21.8592891582,0.0,15.0,23.0,0.0
5780,15.0,23.0,0.0,15.0,23.8592891582,0.0
5781,15.0,23.8592891582,0.0,15.0,25.0,0.0
5782,15.0,25.0,0.0,15.0,25.8592891582,0.0
5783,15.0,25.8592891582,0.0,15.0,27.0,0.0
5784,15.0,27.0,0.0,15.0,27.8592891582,0.0
5785,15.0,27.8592891582,0.0,15.0,29.0,0.0
5786,15.0,29.0,0.0,15.0,29.8592891582,0.0
5787,15.0,29.8592891582,0.0,15.0,31.0,0.0
5788,15.0,31.0,0.0,15.0,31.8592891582,0.0
5789,15.0,31.8592891582,0.0,15.0,33.0,0.0
5790,15.0,33.0,0.0,15.0,33.8592891582,0.0
5791,15.0,33.8592891582,0.0,15.0,35.0,0.0
5792,15.0,35.0,0.0,15.0,35.8592891582,0.0
5793,15.0,35.8592891582,0.0,15.0,37.0,0.0
5794,15.0,37.0,0.0,15.0,37.8592891582,0.0
5795,15.0,37.8592891582,0.0,15.0,39.0,0.0
5796,15.0,39.0,0.0,15.0,39.8592891582,0.0
5797,15.0,39.8592891582,0.0,15.0,41.0,0.0
5798,15.0,41.0,0.0,15.0,41.8592891582,0.0
5799,15.0,41.8592891582,0.0,15.0,43.0,0.0
5800,15.0,43.0,0.0,15.0,43.8592891582,0.0
5801,15.0,43.8592891582,0.0,15.0,45.0,0.0
5802,15.0,45.0,0.0,15.0,45.8592891582,0.0
5803,15.0,45.8592891582,0.0,15.0,47.0,0.0
5804,15.0,47.0,0.0,15.0,47.8592891582,0.0
5805,15.0,47.8592891582,0.0,15.0,49.0,0.0
5806,15.0,49.0,0.0,15.0,49.8592891582,0.0
5807,15.0,49.8592891582,0.0,15.0,51.0,0.0
5808,15.0,51.0,0.0,15.0,51.8592891582,0.0
5809,15.0,51.8592891582,0.0,15.0,53.0,0.0
5810,15.0,53.0,0.0,15.0,53.8592891582,0.0
5811,15.0,53.8592891582,0.0,15.0,55.0,0.0
5812,15.0,55.0,0.0,15.0,55.8592891582,0.0
5813,15.0,55.8592891582,0.0,15.0,57.0,0.0
5814,15.0,57.0,0.0,15.0,57.8592891582,0.0
5815,15.0,57.8592891582,0.0,15.0,59.0,0.0
5816,15.0,59.0,0.0,15.0,59.8592891582,0.0
5817,15.0,59.8592891582,0.0,15.0,61.0,0.0
5818,15.0,61.0,0.0,15.0,61.8592891582,0.0
5819,15.0,61.8592891582,0.0,15.0,63.0,0.0
5820,15.0,63.0,0.0,15.0,63.8592891582,0.0
5821,15.0,63.8592891582,0.0,15.0,65.0,0.0
5822,15.0,65.0,0.0,15.0,65.8592891582,0.0
5823,15.0,65.8592891582,0.0,15.0,67.0,0.0
5824,15.0,67.0,0.0,15.0,67.8592891582,0.0
5825,15.0,67.8592891582,0.0,15.0,69.0,0.0
5826,15.0,69.0,0.0,15.0,69.8592891582,0.0
5827,15.0,69.8592891582,0.0,15.0,71.0,0.0
5828,15.0,71.0,0.0,15.0,71.8592891582,0.0
5829,15.0,71.8592891582,0.0,15.0,73.0,0.0
5830,15.0,73.0,0.0,15.0,73.8592891582,0.0
5831,15.0,73.8592891582,0.0,15.0,75.0,0.0
5832,15.0,75.0,0.0,15.0,75.8592891582,0.0
5833,15.0,75.8592891582,0.0,15.0,77.0,0.0
5834,15.0,77.0,0.0,15.0,77.8592891582,0.0
5835,15.0,77.8592891582,0.0,15.0,79.0,0.0
5836,15.0,79.0,0.0,15.0,79.8592891582,0.0
5837,15.0,79.8592891582,0.0,16.1463466699,78.2204208559,0.0
5838,16.1463466699,78.2204208559,0.0,17.0,77.0,0.0
5839,17.0,77.0,0.0,17.3610870093,76.6389129907,0.0
5840,17.3610870093,76.6389129907,0.0,18.7753005717,75.2246994283,0.0
5841,18.7753005717,75.2246994283,0.0,19.0,75.0,0.0
5842,19.0,75.0,0.0,20.1895141341,73.8104858659,0.0
5843,20.1895141341,73.8104858659,0.0,21.0,73.0,0.0
5844,21.0,73.0,0.0,21.6037276965,72.3962723035,0.0
5845,21.6037276965,72.3962723035,0.0,23.0,71.0,0.0
5846,23.0,71.0,0.0,23.0179412588,70.9820587412,0.0
5847,23.0179412588,70.9820587412,0.0,24.4321548212,69.5678451788,0.0
5848,24.4321548212,69.5678451788,0.0,25.0,69.0,0.0
5849,25.0,69.0,0.0,25.8463683836,68.1536316164,0.0
5850,25.8463683836,68.1536316164,0.0,27.0,67.0,0.0
5851,27.0,67.0,0.0,27.2605819459,66.7394180541,0.0
5852,27.2605819459,66.7394180541,0.0,28.6747955083,65.3252044917,0.0
5853,28.6747955083,65.3252044917,0.0,29.0,65.0,0.0
5854,29.0,65.0,0.0,30.0890090707,63.9109909293,0.0
5855,30.0890090707,63.9109909293,0.0,31.0,63.0,0.0
5856,31.0,63.0,0.0,31.5032226331,62.4967773669,0.0
5857,31.5032226331,62.4967773669,0.0,32.9174361954,61.0825638046,0.0
5858,32.9174361954,61.0825638046,0.0,33.0,61.0,0.0
5859,33.0,61.0,0.0,34.3316497578,59.6683502422,0.0
5860,34.3316497578,59.6683502422,0.0,35.0,59.0,0.0
5861,35.0,59.0,0.0,35.7458633202,58.2541366798,0.0
5862,35.7458633202,58.2541366798,0.0,37.0,57.0,0.0
5863,37.0,57.0,0.0,37.1600768826,56.8399231174,0.0
5864,37.1600768826,56.8399231174,0.0,38.5742904449,55.4257095551,0.0
5865,38.5742904449,55.4257095551,0.0,39.0,55.0,0.0
5866,39.0,55.0,0.0,39.9885040073,54.0114959927,0.0
5867,39.9885040073,54.0114959927,0.0,41.0,53.0,0.0
5868,41.0,53.0,0.0,41.4027175697,52.5972824303,0.0
5869,41.4027175697,52.5972824303,0.0,42.816931132,51.183068868,0.0
5870,42.816931132,51.183068868,0.0,43.0,51.0,0.0
5871,43.0,51.0,0.0,44.2311446944,49.7688553056,0.0
5872,44.2311446944,49.7688553056,0.0,45.0,49.0,0.0
5873,45.0,49.0,0.0,45.6453582568,48.3546417432,0.0
5874,45.6453582568,48.3546417432,0.0,47.0,47.0,0.0
5875,47.0,47.0,0.0,47.0595718192,46.9404281808,0.0
5876,47.0595718192,46.9404281808,0.0,48.4737853815,45.5262146185,0.0
5877,48.4737853815,45.5262146185,0.0,49.0,45.0,0.0
5878,49.0,45.0,0.0,49.8879989439,44.1120010561,0.0
5879,49.8879989439,44.1120010561,0.0,51.0,43.0,0.0
5880,51.0,43.0,0.0,51.3022125063,42.6977874937,0.0
5881,51.3022125063,42.6977874937,0.0,52.7164260687,41.2835739313,0.0
5882,52.7164260687,41.2835739313,0.0,53.0,41.0,0.0
5883,53.0,41.0,0.0,54.130639631,39.869360369,0.0
5884,54.130639631,39.869360369,0.0,55.0,39.0,0.0
5885,55.0,39.0,0.0,55.5448531934,38.4551468066,0.0
5886,55.5448531934,38.4551468066,0.0,56.9590667558,37.0409332442,0.0
5887,56.9590667558,37.0409332442,0.0,57.0,37.0,0.0
5888,57.0,37.0,0.0,58.3732803182,35.6267196818,0.0
5889,58.3732803182,35.6267196818,0.0,59.0,35.0,0.0
5890,59.0,35.0,0.0,59.7874938805,34.2125061195,0.0
5891,59.7874938805,34.2125061195,0.0,61.0,33.0,0.0
5892,61.0,33.0,0.0,61.2017074429,32.7982925571,0.0
5893,61.2017074429,32.7982925571,0.0,62.6159210053,31.3840789947,0.0
5894,62.6159210053,31.3840789947,0.0,63.0,31.0,0.0
5895,63.0,31.0,0.0,64.0301345676,29.9698654324,0.0
5896,64.0301345676,29.9698654324,0.0,65.0,29.0,0.0
5897,65.0,29.0,0.0,65.44434813,28.55565187,0.0
5898,65.44434813,28.55565187,0.0,66.8585616924,27.1414383076,0.0
5899,66.8585616924,27.1414383076,0.0,67.0,27.0,0.0
5900,67.0,27.0,0.0,68.2727752548,25.7272247452,0.0
5901,68.2727752548,25.7272247452,0.0,69.0,25.0,0.0
5902,69.0,25.0,0.0,69.6869888171,24.3130111829,0.0
5903,69.6869888171,24.3130111829,0.0,71.0,23.0,0.0
5904,71.0,23.0,0.0,71.1012023795,22.8987976205,0.0
5905,71.1012023795,22.8987976205,0.0,72.5154159419,21.4845840581,0.0
5906,72.5154159419,21.4845840581,0.0,73.0,21.0,0.0
5907,73.0,21.0,0.0,73.9296295043,20.0703704957,0.0
5908,73.9296295043,20.0703704957,0.0,75.0,19.0,0.0
5909,75.0,19.0,0.0,75.3438430666,18.6561569334,0.0
5910,75.3438430666,18.6561569334,0.0,76.758056629,17.241943371,0.0
5911,76.758056629,17.241943371,0.0,77.0,17.0,0.0
5912,77.0,17.0,0.0,78.6578404034,17.0,0.0
5913,78.6578404034,17.0,0.0,79.0,17.0,0.0
5914,79.0,17.0,0.0,80.6578404034,17.0,0.0
5915,80.6578404034,17.0,0.0,81.0,17.0,0.0
5916,81.0,17.0,0.0,82.6578404034,17.0,0.0
5917,82.6578404034,17.0,0.0,83.0,17.0,0.0
5918,83.0,17.0,0.0,84.6578404034,17.0,0.0
5919,84.6578404034,17.0,0.0,85.0,17.0,0.0
5920,85.0,17.0,0.0,86.6578404034,17.0,0.0
5921,86.6578404034,17.0,0.0,87.0,17.0,0.0
5922,87.0,17.0,0.0,88.6578404034,17.0,0.0
5923,88.6578404034,17.0,0.0,89.0,17.0,0.0
5924,89.0,17.0,0.0,90.6578404034,17.0,0.0
5925,90.6578404034,17.0,0.0,89.3814862761,15.460220749,0.0
5926,89.3814862761,15.460220749,0.0,89.0,15.0,0.0
5927,89.0,15.0,0.0,88.0084771737,14.0084771737,0.0
5928,88.0084771737,14.0084771737,0.0,87.0,13.0,0.0
5929,87.0,13.0,0.0,86.4262020964,13.0,0.0
5930,86.4262020964,13.0,0.0,85.0,13.0,0.0
5931,85.0,13.0,0.0,84.4262020964,13.0,0.0
5932,84.4262020964,13.0,0.0,83.0,13.0,0.0
5933,83.0,13.0,0.0,82.4262020964,13.0,0.0
5934,82.4262020964,13.0,0.0,81.0,13.0,0.0
5935,81.0,13.0,0.0,80.4262020964,13.0,0.0
5936,80.4262020964,13.0,0.0,79.0,13.0,0.0
5937,79.0,13.0,0.0,78.4262020964,13.0,0.0
5938,78.4262020964,13.0,0.0,77.0,13.0,0.0
5939,77.0,13.0,0.0,76.4262020964,13.0,0.0
5940,76.4262020964,13.0,0.0,75.0,13.0,0.0
5941,75.0,13.0,0.0,74.4262020964,13.0,0.0
5942,74.4262020964,13.0,0.0,73.0,13.0,0.0
5943,73.0,13.0,0.0,72.4262020964,13.0,0.0
5944,72.4262020964,13.0,0.0,71.0,13.0,0.0
5945,71.0,13.0,0.0,70.4262020964,13.0,0.0
5946,70.4262020964,13.0,0.0,69.0,13.0,0.0
5947,69.0,13.0,0.0,68.4262020964,13.0,0.0
5948,68.4262020964,13.0,0.0,67.0,13.0,0.0
5949,67.0,13.0,0.0,66.4262020964,13.0,0.0
5950,66.4262020964,13.0,0.0,65.0,13.0,0.0
5951,65.0,13.0,0.0,64.4262020964,13.0,0.0
5952,64.4262020964,13.0,0.0,63.0,13.0,0.0
5953,63.0,13.0,0.0,62.4262020964,13.0,0.0
5954,62.4262020964,13.0,0.0,61.0,13.0,0.0
5955,61.0,13.0,0.0,60.4262020964,13.0,0.0
5956,60.4262020964,13.0,0.0,59.0,13.0,0.0
5957,59.0,13.0,0.0,58.4262020964,13.0,0.0
5958,58.4262020964,13.0,0.0,57.0,13.0,0.0
5959,57.0,13.0,0.0,56.4262020964,13.0,0.0
5960,56.4262020964,13.0,0.0,55.0,13.0,0.0
5961,55.0,13.0,0.0,54.4262020964,13.0,0.0
5962,54.4262020964,13.0,0.0,53.0,13.0,0.0
5963,53.0,13.0,0.0,52.4262020964,13.0,0.0
5964,52.4262020964,13.0,0.0,51.0,13.0,0.0
5965,51.0,13.0,0.0,50.4262020964,13.0,0.0
5966,50.4262020964,13.0,0.0,49.0,13.0,0.0
5967,49.0,13.0,0.0,48.4262020964,13.0,0.0
5968,48.4262020964,13.0,0.0,47.0,13.0,0.0
5969,47.0,13.0,0.0,46.4262020964,13.0,0.0
5970,46.4262020964,13.0,0.0,45.0,13.0,0.0
5971,45.0,13.0,0.0,44.4262020964,13.0,0.0
5972,44.4262020964,13.0,0.0,43.0,13.0,0.0
5973,43.0,13.0,0.0,42.4262020964,13.0,0.0
5974,42.4262020964,13.0,0.0,41.0,13.0,0.0
5975,41.0,13.0,0.0,40.4262020964,13.0,0.0
5976,40.4262020964,13.0,0.0,39.0,13.0,0.0
5977,39.0,13.0,0.0,38.4262020964,13.0,0.0
5978,38.4262020964,13.0,0.0,37.0,13.0,0.0
5979,37.0,13.0,0.0,36.4262020964,13.0,0.0
5980,36.4262020964,13.0,0.0,35.0,13.0,0.0
5981,35.0,13.0,0.0,34.4262020964,13.0,0.0
5982,34.4262020964,13.0,0.0,33.0,13.0,0.0
5983,33.0,13.0,0.0,32.4262020964,13.0,0.0
5984,32.4262020964,13.0,0.0,31.0,13.0,0.0
5985,31.0,13.0,0.0,30.4262020964,13.0,0.0
5986,30.4262020964,13.0,0.0,29.0,13.0,0.0
5987,29.0,13.0,0.0,28.4262020964,13.0,0.0
5988,28.4262020964,13.0,0.0,27.0,13.0,0.0
5989,27.0,13.0,0.0,26.4262020964,13.0,0.0
5990,26.4262020964,13.0,0.0,25.0,13.0,0.0
5991,25.0,13.0,0.0,24.4262020964,13.0,0.0
5992,24.4262020964,13.0,0.0,23.0,13.0,0.0
5993,23.0,13.0,0.0,22.4262020964,13.0,0.0
5994,22.4262020964,13.0,0.0,21.0,13.0,0.0
5995,21.0,13.0,0.0,20.4262020964,13.0,0.0
5996,20.4262020964,13.0,0.0,19.0,13.0,0.0
5997,19.0,13.0,0.0,18.4262020964,13.0,0.0
5998,18.4262020964,13.0,0.0,17.0,13.0,0.0
5999,17.0,13.0,0.0,16.4262020964,13.0,0.0
6000,16.4262020964,13.0,0.0,15.0,13.0,0.0
6001,15.0,13.0,0.0,14.4262020964,13.0,0.0
6002,14.4262020964,13.0,0.0,13.0,13.0,0.0
6003,13.0,13.0,0.0,12.4262020964,13.0,0.0
6004,12.4262020964,13.0,0.0,14.0054543426,14.2271765736,0.0
6005,14.0054543426,14.2271765736,0.0,15.0,15.0,0.0
6006,15.0,15.0,0.0,15.0,15.7404853661,0.0
6007,15.0,15.7404853661,0.0,15.0,17.0,0.0
6008,15.0,17.0,0.0,15.0,17.7404853661,0.0
6009,15.0,17.7404853661,0.0,15.0,19.0,0.0
6010,15.0,19.0,0.0,15.0,19.7404853661,0.0
6011,15.0,19.7404853661,0.0,15.0,21.0,0.0
6012,15.0,21.0,0.0,15.0,21.7404853661,0.0
6013,15.0,21.7404853661,0.0,15.0,23.0,0.0
6014,15.0,23.0,0.0,15.0,23.7404853661,0.0
6015,15.0,23.7404853661,0.0,15.0,25.0,0.0
6016,15.0,25.0,0.0,15.0,25.7404853661,0.0
6017,15.0,25.7404853661,0.0,15.0,27.0,0.0
6018,15.0,27.0,0.0,15.0,27.7404853661,0.0
6019,15.0,27.7404853661,0.0,15.0,29.0,0.0
6020,15.0,29.0,0.0,15.0,29.7404853661,0.0
6021,15.0,29.7404853661,0.0,15.0,31.0,0.0
6022,15.0,31.0,0.0,15.0,31.7404853661,0.0
6023,15.0,31.7404853661,0.0,15.0,33.0,0.0
6024,15.0,33.0,0.0,15.0,33.7404853661,0.0
6025,15.0,33.7404853661,0.0,15.0,35.0,0.0
6026,15.0,35.0,0.0,15.0,35.7404853661,0.0
6027,15.0,35.7404853661,0.0,15.0,37.0,0.0
6028,15.0,37.0,0.0,15.0,37.7404853661,0.0
6029,15.0,37.7404853661,0.0,15.0,39.0,0.0
6030,15.0,39.0,0.0,15.0,39.7404853661,0.0
6031,15.0,39.7404853661,0.0,15.0,41.0,0.0
6032,15.0,41.0,0.0,15.0,41.7404853661,0.0
6033,15.0,41.7404853661,0.0,15.0,43.0,0.0
6034,15.0,43.0,0.0,15.0,43.7404853661,0.0
6035,15.0,43.7404853661,0.0,15.0,45.0,0.0
6036,15.0,45.0,0.0,15.0,45.7404853661,0.0
6037,15.0,45.7404853661,0.0,15.0,47.0,0.0
6038,15.0,47.0,0.0,15.0,47.7404853661,0.0
6039,15.0,47.7404853661,0.0,15.0,49.0,0.0
6040,15.0,49.0,0.0,15.0,49.7404853661,0.0
6041,15.0,49.7404853661,0.0,15.0,51.0,0.0
6042,15.0,51.0,0.0,15.0,51.7404853661,0.0
6043,15.0,51.7404853661,0.0,15.0,53.0,0.0
6044,15.0,53.0,0.0,15.0,53.7404853661,0.0
6045,15.0,53.7404853661,0.0,15.0,55.0,0.0
6046,15.0,55.0,0.0,15.0,55.7404853661,0.0
6047,15.0,55.7404853661,0.0,15.0,57.0,0.0
6048,15.0,57.0,0.0,15.0,57.7404853661,0.0
6049,15.0,57.7404853661,0.0,15.0,59.0,0.0
6050,15.0,59.0,0.0,15.0,59.7404853661,0.0
6051,15.0,59.7404853661,0.0,15.0,61.0,0.0
6052,15.0,61.0,0.0,15.0,61.7404853661,0.0
6053,15.0,61.7404853661,0.0,15.0,63.0,0.0
6054,15.0,63.0,0.0,15.0,63.7404853661,0.0
6055,15.0,63.7404853661,0.0,15.0,65.0,0.0
6056,15.0,65.0,0.0,15.0,65.7404853661,0.0
6057,15.0,65.7404853661,0.0,15.0,67.0,0.0
6058,15.0,67.0,0.0,15.0,67.7404853661,0.0
6059,15.0,67.7404853661,0.0,15.0,69.0,0.0
6060,15.0,69.0,0.0,15.0,69.7404853661,0.0
6061,15.0,69.7404853661,0.0,15.0,71.0,0.0
